workerid,condition,browser,gender,age,showEarlierWheelFirst,order.1,order.2,order.3,order.4,order.5,askAboutLeftWheelFirst.1,askAboutLeftWheelFirst.2,askAboutLeftWheelFirst.3,askAboutLeftWheelFirst.4,askAboutLeftWheelFirst.5,showFirstOfPairFirst.1,showFirstOfPairFirst.2,showFirstOfPairFirst.3,showFirstOfPairFirst.4,showFirstOfPairFirst.5,spinnerPairID.1,spinnerPairID.2,spinnerPairID.3,spinnerPairID.4,spinnerPairID.5,spinnerPairCode.1,spinnerPairCode.2,spinnerPairCode.3,spinnerPairCode.4,spinnerPairCode.5,spinnerID_1.1,spinnerID_1.2,spinnerID_1.3,spinnerID_1.4,spinnerID_1.5,payoff1_1.1,payoff1_1.2,payoff1_1.3,payoff1_1.4,payoff1_1.5,payoff2_1.1,payoff2_1.2,payoff2_1.3,payoff2_1.4,payoff2_1.5,payoff3_1.1,payoff3_1.2,payoff3_1.3,payoff3_1.4,payoff3_1.5,prob1_1.1,prob1_1.2,prob1_1.3,prob1_1.4,prob1_1.5,prob2_1.1,prob2_1.2,prob2_1.3,prob2_1.4,prob2_1.5,prob3_1.1,prob3_1.2,prob3_1.3,prob3_1.4,prob3_1.5,winChoice_1.1,winChoice_1.2,winChoice_1.3,winChoice_1.4,winChoice_1.5,win_1.1,win_1.2,win_1.3,win_1.4,win_1.5,winProb_1.1,winProb_1.2,winProb_1.3,winProb_1.4,winProb_1.5,spinnerID_2.1,spinnerID_2.2,spinnerID_2.3,spinnerID_2.4,spinnerID_2.5,payoff1_2.1,payoff1_2.2,payoff1_2.3,payoff1_2.4,payoff1_2.5,payoff2_2.1,payoff2_2.2,payoff2_2.3,payoff2_2.4,payoff2_2.5,payoff3_2.1,payoff3_2.2,payoff3_2.3,payoff3_2.4,payoff3_2.5,prob1_2.1,prob1_2.2,prob1_2.3,prob1_2.4,prob1_2.5,prob2_2.1,prob2_2.2,prob2_2.3,prob2_2.4,prob2_2.5,prob3_2.1,prob3_2.2,prob3_2.3,prob3_2.4,prob3_2.5,winChoice_2.1,winChoice_2.2,winChoice_2.3,winChoice_2.4,winChoice_2.5,win_2.1,win_2.2,win_2.3,win_2.4,win_2.5,winProb_2.1,winProb_2.2,winProb_2.3,winProb_2.4,winProb_2.5,angleProportion_1.1,angleProportion_1.2,angleProportion_1.3,angleProportion_1.4,angleProportion_1.5,angleProportion_2.1,angleProportion_2.2,angleProportion_2.3,angleProportion_2.4,angleProportion_2.5,attentionCheck1.1,attentionCheck1.2,attentionCheck1.3,attentionCheck1.4,attentionCheck1.5,attentionCheck2.1,attentionCheck2.2,attentionCheck2.3,attentionCheck2.4,attentionCheck2.5,attentionCheck1Time.1,attentionCheck1Time.2,attentionCheck1Time.3,attentionCheck1Time.4,attentionCheck1Time.5,attentionCheck2Time.1,attentionCheck2Time.2,attentionCheck2Time.3,attentionCheck2Time.4,attentionCheck2Time.5,reactionTime.1,reactionTime.2,reactionTime.3,reactionTime.4,reactionTime.5,happy1.1,happy1.2,happy1.3,happy1.4,happy1.5,sad1.1,sad1.2,sad1.3,sad1.4,sad1.5,content1.1,content1.2,content1.3,content1.4,content1.5,disapp1.1,disapp1.2,disapp1.3,disapp1.4,disapp1.5,relief1.1,relief1.2,relief1.3,relief1.4,relief1.5,regret1.1,regret1.2,regret1.3,regret1.4,regret1.5,happy2.1,happy2.2,happy2.3,happy2.4,happy2.5,sad2.1,sad2.2,sad2.3,sad2.4,sad2.5,content2.1,content2.2,content2.3,content2.4,content2.5,disapp2.1,disapp2.2,disapp2.3,disapp2.4,disapp2.5,relief2.1,relief2.2,relief2.3,relief2.4,relief2.5,regret2.1,regret2.2,regret2.3,regret2.4,regret2.5,happy3.1,happy3.2,happy3.3,happy3.4,happy3.5,sad3.1,sad3.2,sad3.3,sad3.4,sad3.5,content3.1,content3.2,content3.3,content3.4,content3.5,disapp3.1,disapp3.2,disapp3.3,disapp3.4,disapp3.5,relief3.1,relief3.2,relief3.3,relief3.4,relief3.5,regret3.1,regret3.2,regret3.3,regret3.4,regret3.5
87,1,Chrome,M,28,0,1,2,3,4,5,1,0,1,0,1,0,0,1,0,0,4,7,1,5,9,32,11,12,13,22,23,19,4,15,29,20,25,10,30,40,60,45,35,50,65,90,80,75,95,100,0.34,0.31,0.5,0.3,0.38,0.22,0.32,0.31,0.3,0.34,0.44,0.37,0.19,0.4,0.28,2,1,1,3,2,60,25,10,95,65,0.22,0.31,0.5,0.4,0.34,36,43,11,37,26,30,10,20,20,15,50,50,45,50,50,90,75,70,90,75,0.39,0.55,0.41,0.28,0.24,0.25,0.28,0.35,0.19,0.4,0.36,0.17,0.24,0.53,0.36,3,1,2,1,2,90,10,45,20,50,0.36,0.55,0.35,0.28,0.4,0.392,0.662,0.299,0.163,0.882,0.282,0.536,0.965,0.386,0.394,60,25,10,95,65,90,10,45,20,50,2,2,2,2,2,10,10,10,10,10,58455,48446,44235,45163,70383,8,7,4,8,4,3,2,3,2,6,7,8,5,7,3,2,2,3,1,8,8,5,7,8,4,3,4,6,3,3,8,3,7,5,8,2,2,3,6,3,9,5,6,4,9,4,4,2,3,4,7,7,6,4,7,2,3,4,2,2,4,7,5,7,6,8,2,7,2,2,3,8,6,9,7,8,3,4,3,3,3,2,5,4,6,6,4,5,4,1
88,1,Chrome,F,40,1,1,2,3,4,5,1,0,1,1,1,1,1,1,0,1,3,8,6,7,2,23,22,31,11,21,8,11,21,19,41,15,20,25,25,0,70,45,45,45,40,80,70,80,80,95,0.49,0.41,0.3,0.31,0.27,0.27,0.35,0.3,0.32,0.4,0.24,0.24,0.4,0.37,0.33,2,2,3,1,2,70,45,80,25,40,0.27,0.35,0.4,0.31,0.4,3,50,46,43,31,0,50,55,10,45,30,75,70,50,60,60,90,85,75,90,0.41,0.32,0.26,0.55,0.54,0.37,0.5,0.53,0.28,0.3,0.22,0.18,0.21,0.17,0.16,3,2,1,1,1,60,75,55,10,45,0.22,0.5,0.26,0.55,0.54,0.215,0.433,0.816,0.905,0.983,0.751,0.248,0.262,0.053,0.186,70,45,80,25,40,60,75,55,10,45,10,10,10,10,10,2,2,2,2,2,133491,124399,75519,93879,88432,8,6,9,3,6,1,1,1,6,4,8,7,9,2,5,2,2,1,7,4,7,7,9,3,8,1,1,1,2,2,9,6,3,1,4,1,2,3,9,4,9,7,3,1,5,1,3,3,9,4,9,5,4,1,3,1,1,2,2,3,9,6,6,1,6,1,4,4,9,3,9,6,6,1,5,2,4,4,9,4,9,6,5,1,5,1,4,3,3,1
89,1,Chrome,M,22,1,1,2,3,4,5,0,0,0,1,1,0,0,1,0,1,6,9,1,8,10,31,22,12,22,33,46,29,4,50,9,55,40,10,50,15,70,65,35,75,70,85,100,75,90,80,0.26,0.38,0.5,0.32,0.45,0.53,0.34,0.31,0.5,0.29,0.21,0.28,0.19,0.18,0.26,1,2,1,2,3,55,65,10,75,80,0.26,0.34,0.5,0.5,0.26,21,26,11,11,18,25,15,20,20,25,45,50,45,45,60,80,75,70,70,100,0.3,0.24,0.41,0.41,0.43,0.3,0.4,0.35,0.35,0.35,0.4,0.36,0.24,0.24,0.22,3,2,2,2,3,80,50,45,45,100,0.4,0.4,0.35,0.35,0.22,0.616,0.762,0.285,0.135,0.576,0.379,0.203,0.215,0.178,0.222,55,65,10,75,80,80,50,45,45,100,10,10,2,10,10,2,2,2,2,2,60160,43804,56241,55219,43345,7,5,3,7,9,1,2,6,2,1,1,3,6,2,1,4,5,6,2,1,3,3,2,7,9,5,4,6,2,1,9,6,4,5,9,1,4,7,3,1,1,5,7,3,1,1,5,7,3,1,9,3,1,2,9,1,4,7,3,1,9,5,3,6,9,1,5,6,2,1,1,5,6,2,1,1,5,6,2,1,9,5,2,5,9,1,5,6,2,1
90,1,Firefox,F,23,1,1,2,3,4,5,0,1,1,1,0,1,0,1,1,1,9,7,5,8,6,22,11,13,22,31,26,19,37,11,21,15,25,20,20,25,50,45,50,45,45,75,80,90,70,80,0.24,0.31,0.28,0.41,0.3,0.4,0.32,0.19,0.35,0.3,0.36,0.37,0.53,0.24,0.4,2,1,1,2,3,50,25,20,45,80,0.4,0.31,0.28,0.35,0.4,29,43,15,50,46,40,10,30,50,55,65,50,50,75,70,100,75,95,90,85,0.38,0.55,0.3,0.32,0.26,0.34,0.28,0.3,0.5,0.53,0.28,0.17,0.4,0.18,0.21,2,1,3,2,1,65,10,95,75,55,0.34,0.55,0.4,0.5,0.26,0.811,0.55,0.782,0.837,0.908,0.671,0.847,0.43,0.769,0.445,75,25,20,45,80,40,10,95,75,55,10,10,10,10,10,2,2,2,2,2,63320,65727,51202,49154,50498,8,3,3,6,9,1,7,6,3,1,9,1,2,6,9,1,8,7,4,1,6,2,3,5,7,1,7,5,3,1,5,2,8,7,6,7,6,2,2,3,3,1,9,6,4,8,8,1,4,7,2,2,7,5,4,4,6,1,4,3,7,2,7,7,7,3,7,3,3,2,5,1,7,6,6,4,8,3,4,3,6,2,7,5,4,4,7,2,5,4
91,1,Chrome,M,29,0,1,2,3,4,5,0,1,1,0,1,0,1,0,0,0,7,4,10,5,8,11,32,33,13,22,19,36,18,15,50,25,30,25,30,50,45,50,60,50,75,80,90,100,95,90,0.31,0.39,0.43,0.3,0.32,0.32,0.25,0.35,0.3,0.5,0.37,0.36,0.22,0.4,0.18,1,3,3,3,2,25,90,100,95,75,0.31,0.36,0.22,0.4,0.5,43,23,9,37,11,10,20,15,20,20,50,60,70,50,45,75,90,80,90,70,0.55,0.34,0.45,0.28,0.41,0.28,0.22,0.29,0.19,0.35,0.17,0.44,0.26,0.53,0.24,1,2,3,1,2,10,60,80,20,45,0.55,0.22,0.26,0.28,0.35,0.179,0.424,0.192,0.542,0.125,0.084,0.08,0.176,0.57,0.175,25,90,100,95,75,10,60,80,20,45,2,2,2,2,2,10,10,10,10,10,85682,84445,60033,62589,64665,2,8,9,8,8,7,2,1,1,3,5,5,5,6,4,8,2,1,2,2,2,6,5,5,6,3,2,1,3,2,1,6,7,2,4,8,2,1,6,1,3,6,6,2,3,7,3,3,3,3,2,5,3,4,2,5,3,5,5,5,1,8,8,7,5,8,1,1,3,3,4,5,7,5,7,9,2,3,3,4,2,6,5,4,3,5,1,2,3,4
92,1,Chrome,M,25,0,1,2,3,4,5,0,1,1,1,1,1,1,1,1,1,10,6,8,7,9,33,31,22,11,22,9,21,11,43,26,15,25,20,10,15,70,45,45,50,50,80,80,70,75,75,0.45,0.3,0.41,0.55,0.24,0.29,0.3,0.35,0.28,0.4,0.26,0.4,0.24,0.17,0.36,3,3,2,1,2,80,80,45,10,50,0.26,0.4,0.35,0.55,0.4,18,46,50,19,29,25,55,50,25,40,60,70,75,45,65,100,85,90,80,100,0.43,0.26,0.32,0.31,0.38,0.35,0.53,0.5,0.32,0.34,0.22,0.21,0.18,0.37,0.28,3,1,2,1,2,100,55,75,25,65,0.22,0.26,0.5,0.31,0.34,0.666,0.49,0.601,0.241,0.017,0.154,0.733,0.382,0.929,0.217,80,80,45,10,50,100,55,,25,65,2,2,2,2,2,10,2,10,10,10,109107,94570,67767,68291,62271,9,9,5,2,8,2,2,3,3,2,5,5,5,5,5,3,2,4,2,3,8,8,4,2,5,3,2,5,3,2,9,4,7,3,6,2,2,3,2,3,5,5,5,4,5,2,6,3,6,3,9,3,6,3,6,1,3,2,2,3,9,6,8,3,7,1,4,3,4,3,5,5,5,5,5,2,6,3,7,3,8,6,7,4,5,1,3,2,2,3
93,1,Firefox,F,60,1,1,2,3,4,5,1,0,1,1,0,1,0,1,1,0,3,7,2,8,4,23,11,21,22,32,8,19,41,11,23,15,25,0,20,20,70,45,40,45,60,80,80,95,70,90,0.49,0.31,0.27,0.41,0.34,0.27,0.32,0.4,0.35,0.22,0.24,0.37,0.33,0.24,0.44,2,1,2,2,2,70,25,40,45,60,0.27,0.31,0.4,0.35,0.22,3,43,31,50,36,0,10,45,50,30,30,50,60,75,50,60,75,90,90,90,0.41,0.55,0.54,0.32,0.39,0.37,0.28,0.3,0.5,0.25,0.22,0.17,0.16,0.18,0.36,3,1,1,2,3,60,10,45,75,90,0.22,0.55,0.54,0.5,0.36,0.023,0.022,0.227,0.818,0.424,0.375,0.827,0.378,0.184,0.018,70,25,40,45,60,60,10,45,75,90,10,10,10,10,10,2,2,2,2,2,173673,81288,123241,102551,75624,8,1,5,4,4,1,9,6,6,6,8,1,5,4,4,2,9,6,6,6,8,1,5,4,4,3,9,6,6,6,9,1,1,5,9,1,9,9,4,1,9,1,1,5,9,1,9,9,4,1,9,1,1,5,9,1,9,9,5,1,9,1,4,5,8,1,9,6,4,2,9,1,4,5,8,1,9,6,4,2,9,1,4,5,8,1,9,6,4,2
94,1,Chrome,F,46,1,1,2,3,4,5,1,0,0,1,1,1,1,1,0,1,7,8,10,1,3,11,22,33,12,23,43,11,9,11,8,10,20,15,20,15,50,45,70,45,70,75,70,80,70,80,0.55,0.41,0.45,0.41,0.49,0.28,0.35,0.29,0.35,0.27,0.17,0.24,0.26,0.24,0.24,1,2,3,2,2,10,45,80,45,70,0.55,0.35,0.26,0.35,0.27,19,50,18,4,3,25,50,25,10,0,45,75,60,35,30,80,90,100,75,60,0.31,0.32,0.43,0.5,0.41,0.32,0.5,0.35,0.31,0.37,0.37,0.18,0.22,0.19,0.22,1,2,3,1,3,25,75,100,10,60,0.31,0.5,0.22,0.5,0.22,0.559,0.324,0.985,0.017,0.033,0.521,0.846,0.887,0.181,0.134,10,45,80,45,70,25,75,100,10,60,10,10,10,10,10,2,2,2,10,2,94183,39630,39232,43950,40903,2,3,9,5,8,1,1,1,1,1,2,4,9,5,8,8,5,1,4,1,1,3,9,5,8,1,3,1,3,1,4,6,9,2,9,2,2,1,2,1,4,6,9,2,9,7,2,1,8,1,2,7,9,3,9,2,5,1,6,1,3,7,9,6,9,2,2,1,2,1,3,7,9,5,9,7,5,1,4,1,3,6,9,5,9,3,5,1,4,1
95,1,Chrome,F,52,1,1,2,3,4,5,0,0,1,1,0,0,1,0,1,1,7,4,8,10,9,11,32,22,33,22,19,36,50,9,26,25,30,50,15,15,45,50,75,70,50,80,90,90,80,75,0.31,0.39,0.32,0.45,0.24,0.32,0.25,0.5,0.29,0.4,0.37,0.36,0.18,0.26,0.36,1,3,2,3,2,25,90,75,80,50,0.31,0.36,0.5,0.26,0.4,43,23,11,18,29,10,20,20,25,40,50,60,45,60,65,75,90,70,100,100,0.55,0.34,0.41,0.43,0.38,0.28,0.22,0.35,0.35,0.34,0.17,0.44,0.24,0.22,0.28,1,2,2,3,2,10,60,45,100,65,0.55,0.22,0.35,0.22,0.34,0.878,0.609,0.01,0.031,0.225,0.181,0.178,0.286,0.123,0.653,25,90,75,80,50,10,60,45,100,65,10,10,10,10,10,2,2,2,2,2,116898,98049,202464,62512,91387,1,9,8,9,7,9,1,2,1,2,1,9,8,9,7,9,1,2,1,2,1,9,8,9,7,9,1,2,1,2,1,7,7,9,6,9,2,2,1,3,1,7,7,9,6,9,2,2,1,3,1,7,7,9,6,9,2,2,1,3,1,8,8,9,7,9,2,2,1,2,1,8,8,9,7,9,2,2,1,2,1,8,8,9,7,9,2,2,1,2
96,1,Chrome,F,19,1,1,2,3,4,5,1,0,1,0,0,0,1,1,1,1,5,8,7,9,10,13,22,11,22,33,15,11,43,26,9,30,20,10,15,15,50,45,50,50,70,95,70,75,75,80,0.3,0.41,0.55,0.24,0.45,0.3,0.35,0.28,0.4,0.29,0.4,0.24,0.17,0.36,0.26,3,2,1,2,3,95,45,10,50,80,0.4,0.35,0.55,0.4,0.26,37,50,19,29,18,20,50,25,40,25,50,75,45,65,60,90,90,80,100,100,0.28,0.32,0.31,0.38,0.43,0.19,0.5,0.32,0.34,0.35,0.53,0.18,0.37,0.28,0.22,1,2,1,2,3,20,75,25,65,100,0.28,0.5,0.31,0.34,0.22,0.261,0.004,0.958,0.017,0.084,0.625,0.957,0.046,0.826,0.266,95,45,10,50,80,20,75,25,65,100,10,10,10,10,10,2,2,2,2,2,58285,59455,51386,48390,42305,9,5,2,5,9,1,1,4,1,1,7,5,2,5,9,1,2,6,1,1,7,5,1,7,9,1,2,6,3,1,4,4,2,4,9,6,1,4,1,1,3,5,2,5,9,6,2,5,2,1,1,4,1,4,9,4,2,5,2,1,5,6,2,6,9,2,1,4,1,1,5,6,2,6,9,2,1,5,1,1,4,5,1,3,9,2,1,6,2,1
97,1,Chrome,M,33,0,1,2,3,4,5,1,1,1,0,1,0,1,0,1,0,9,7,10,3,1,22,11,33,23,12,29,43,18,8,11,40,10,25,15,20,65,50,60,70,45,100,75,100,80,70,0.38,0.55,0.43,0.49,0.41,0.34,0.28,0.35,0.27,0.35,0.28,0.17,0.22,0.24,0.24,2,1,3,2,2,65,10,100,70,45,0.34,0.55,0.22,0.27,0.35,26,19,9,3,4,15,25,15,0,10,50,45,70,30,35,75,80,80,60,75,0.24,0.31,0.45,0.41,0.5,0.4,0.32,0.29,0.37,0.31,0.36,0.37,0.26,0.22,0.19,2,1,3,3,1,50,25,80,60,10,0.4,0.31,0.26,0.22,0.5,0.061,0.161,0.266,0.008,0.097,0.073,0.614,0.682,0.916,0.241,65,10,100,70,45,50,25,80,60,10,2,2,2,2,2,10,10,10,10,10,79193,60503,55613,55389,61941,7,5,9,8,6,1,1,1,1,1,3,2,1,1,2,2,3,1,1,1,6,2,8,7,3,1,1,1,1,1,7,6,9,9,4,1,1,1,1,1,2,3,1,1,3,2,3,1,1,4,4,4,8,8,2,1,2,1,1,2,8,5,9,8,6,1,1,1,1,1,3,3,1,1,2,2,4,1,1,2,2,3,9,7,5,1,1,1,1,1
98,1,Chrome,M,22,0,1,2,3,4,5,0,1,1,0,1,1,1,1,1,1,7,1,9,8,3,11,12,22,22,23,43,4,26,11,8,10,10,15,20,15,50,35,50,45,70,75,75,75,70,80,0.55,0.5,0.24,0.41,0.49,0.28,0.31,0.4,0.35,0.27,0.17,0.19,0.36,0.24,0.24,1,1,2,2,2,10,10,50,45,70,0.55,0.5,0.4,0.35,0.27,19,11,29,50,3,25,20,40,50,0,45,45,65,75,30,80,70,100,90,60,0.31,0.41,0.38,0.32,0.41,0.32,0.35,0.34,0.5,0.37,0.37,0.24,0.28,0.18,0.22,1,2,2,2,3,25,45,65,75,60,0.31,0.35,0.34,0.5,0.22,0.451,0.937,0.231,0.486,0.411,0.185,0.495,0.498,0.211,0.283,10,10,50,45,70,25,45,65,75,60,2,2,2,2,2,10,10,10,10,10,64695,46567,48234,47170,62203,3,3,6,6,6,7,7,4,4,3,6,6,5,5,5,8,8,4,4,2,3,3,5,5,4,6,6,5,4,3,4,7,6,9,9,7,3,4,1,1,7,5,5,6,3,7,3,4,5,1,3,6,5,6,7,7,2,3,4,1,3,6,6,7,8,7,3,3,2,2,7,6,5,3,4,7,5,3,3,1,4,6,5,7,7,7,5,5,2,1
99,1,Chrome,F,34,1,1,2,3,4,5,0,0,0,0,0,1,1,0,1,0,3,9,4,10,6,23,22,32,33,31,8,26,23,9,46,15,15,20,15,55,70,50,60,70,70,80,75,90,80,85,0.49,0.24,0.34,0.45,0.26,0.27,0.4,0.22,0.29,0.53,0.24,0.36,0.44,0.26,0.21,2,2,2,3,1,70,50,60,80,55,0.27,0.4,0.22,0.26,0.26,3,29,36,18,21,0,40,30,25,25,30,65,50,60,45,60,100,90,100,80,0.41,0.38,0.39,0.43,0.3,0.37,0.34,0.25,0.35,0.3,0.22,0.28,0.36,0.22,0.4,3,2,3,3,3,60,65,90,100,80,0.22,0.34,0.36,0.22,0.4,0.437,0.906,0.339,0.21,0.364,0.126,0.899,0.573,0.011,0.531,70,50,60,80,55,60,65,90,100,80,10,10,10,10,10,2,2,2,2,2,103204,49946,79608,48467,52070,9,9,9,9,9,1,1,1,1,1,9,9,9,9,9,1,1,1,1,1,9,9,9,9,9,1,1,1,1,1,9,9,9,9,9,1,1,1,1,1,9,9,9,9,9,1,1,1,1,1,9,9,9,9,9,1,1,1,1,1,9,9,9,9,9,1,1,1,1,1,9,9,9,9,9,1,1,1,1,1,9,9,9,9,9,1,1,1,1,1
100,1,Chrome,M,48,0,1,2,3,4,5,1,1,0,0,1,1,1,0,0,1,7,6,2,5,8,11,31,21,13,22,43,21,31,15,11,10,25,45,30,20,50,45,60,50,45,75,80,90,95,70,0.55,0.3,0.54,0.3,0.41,0.28,0.3,0.3,0.3,0.35,0.17,0.4,0.16,0.4,0.24,1,3,1,3,2,10,80,45,95,45,0.55,0.4,0.54,0.4,0.35,19,46,41,37,50,25,55,0,20,50,45,70,40,50,75,80,85,95,90,90,0.31,0.26,0.27,0.28,0.32,0.32,0.53,0.4,0.19,0.5,0.37,0.21,0.33,0.53,0.18,1,1,2,1,2,25,55,40,20,75,0.31,0.26,0.4,0.28,0.5,0.692,0.693,0.508,0.258,0.706,0.481,0.217,0.848,0.042,0.868,10,80,45,95,45,25,55,40,20,75,2,2,2,2,2,10,10,10,10,10,85400,73282,101494,68631,59192,3,8,6,8,7,6,1,3,1,2,3,8,5,8,7,2,1,7,1,3,2,8,4,8,5,7,1,7,1,4,3,8,7,8,7,7,2,4,2,2,3,8,3,8,7,7,2,7,3,2,3,4,6,8,7,7,1,5,2,2,3,8,6,7,7,6,2,3,2,2,3,8,5,7,7,8,2,4,2,3,4,7,6,7,6,7,1,4,2,3
101,1,Chrome,M,36,1,1,2,3,4,5,0,1,1,0,1,1,1,0,0,1,10,8,4,5,6,33,22,32,13,31,9,11,23,15,21,15,20,20,30,25,70,45,60,50,45,80,70,90,95,80,0.45,0.41,0.34,0.3,0.3,0.29,0.35,0.22,0.3,0.3,0.26,0.24,0.44,0.4,0.4,3,2,2,3,3,80,45,60,95,80,0.26,0.35,0.22,0.4,0.4,18,50,36,37,46,25,50,30,20,55,60,75,50,50,70,100,90,90,90,85,0.43,0.32,0.39,0.28,0.26,0.35,0.5,0.25,0.19,0.53,0.22,0.18,0.36,0.53,0.21,3,2,3,1,1,100,75,90,20,55,0.22,0.5,0.36,0.28,0.26,0.962,0.697,0.457,0.939,0.386,0.506,0.076,0.288,0.236,0.611,80,45,60,95,80,100,75,90,20,55,10,10,10,10,10,2,2,2,2,2,137833,104178,58879,68675,64088,9,7,6,9,9,1,3,2,1,1,9,7,6,9,9,1,3,2,1,1,6,2,2,9,9,1,3,2,1,1,9,6,9,1,3,1,2,1,9,5,9,6,9,1,3,1,2,1,9,7,7,4,9,1,1,1,2,1,9,7,9,6,8,6,6,1,2,2,3,2,9,6,8,6,6,1,2,2,3,3,7,3,8,5,5,1,2,2,3,3
102,1,Chrome,M,55,0,1,2,3,4,5,0,1,0,1,1,1,0,1,0,1,6,7,10,5,9,31,11,33,13,22,21,19,9,15,26,25,25,15,30,15,45,45,70,50,50,80,80,80,95,75,0.3,0.31,0.45,0.3,0.24,0.3,0.32,0.29,0.3,0.4,0.4,0.37,0.26,0.4,0.36,3,1,3,3,2,80,25,80,95,50,0.4,0.31,0.26,0.4,0.4,46,43,18,37,29,55,10,25,20,40,70,50,60,50,65,85,75,100,90,100,0.26,0.55,0.43,0.28,0.38,0.53,0.28,0.35,0.19,0.34,0.21,0.17,0.22,0.53,0.28,1,1,3,1,2,55,10,100,20,65,0.26,0.55,0.22,0.28,0.34,0.371,0.319,0.237,0.87,0.683,0.376,0.622,0.926,0.631,0.048,80,25,80,95,50,55,10,100,20,65,2,2,2,2,2,10,10,10,10,10,90308,88361,63782,68192,62340,8,5,7,8,6,2,4,2,2,4,6,4,7,5,5,1,5,1,3,4,7,5,7,8,7,1,4,1,2,5,4,3,8,3,6,6,6,1,8,4,3,2,7,3,5,7,8,1,8,5,2,2,8,3,6,6,7,1,8,4,8,5,8,8,7,2,4,1,2,3,6,5,8,8,7,3,6,1,2,3,7,5,8,7,7,2,6,1,1,3
103,1,Firefox,M,28,0,1,2,3,4,5,0,1,0,0,0,0,0,0,1,0,7,1,6,5,2,11,12,31,13,21,19,11,46,37,31,25,20,55,20,45,45,45,70,50,60,80,70,85,90,90,0.31,0.41,0.26,0.28,0.54,0.32,0.35,0.53,0.19,0.3,0.37,0.24,0.21,0.53,0.16,1,2,1,1,1,25,45,55,20,45,0.31,0.35,0.26,0.28,0.54,43,4,21,15,41,10,10,25,30,0,50,35,45,50,40,75,75,80,95,95,0.55,0.5,0.3,0.3,0.27,0.28,0.31,0.3,0.3,0.4,0.17,0.19,0.4,0.4,0.33,1,1,3,3,2,10,10,80,95,40,0.55,0.5,0.4,0.4,0.4,0.452,0.245,0.981,0.433,0.441,0.326,0.635,0.894,0.651,0.689,25,45,55,20,45,10,10,80,95,40,2,2,2,2,2,10,10,10,10,10,166950,53497,35003,36208,32958,4,7,8,3,5,7,2,2,7,4,3,7,8,3,5,8,2,2,7,4,2,7,8,3,5,8,2,2,7,4,2,1,9,9,5,8,9,1,1,4,2,1,9,9,5,8,9,1,1,4,2,1,9,9,5,8,9,1,1,4,2,5,9,6,5,8,2,1,3,4,2,5,9,6,5,8,2,1,3,4,2,5,9,6,5,8,2,1,3,4
104,1,Chrome,M,25,0,1,2,3,4,5,1,0,1,0,0,1,0,1,1,1,6,3,9,2,1,31,23,22,21,12,21,3,26,41,4,25,0,15,0,10,45,30,50,40,35,80,60,75,95,75,0.3,0.41,0.24,0.27,0.5,0.3,0.37,0.4,0.4,0.31,0.4,0.22,0.36,0.33,0.19,3,3,2,2,1,80,60,50,40,10,0.4,0.22,0.4,0.4,0.5,46,8,29,31,11,55,15,40,45,20,70,70,65,60,45,85,80,100,90,70,0.26,0.49,0.38,0.54,0.41,0.53,0.27,0.34,0.3,0.35,0.21,0.24,0.28,0.16,0.24,1,2,2,1,2,55,70,65,45,45,0.26,0.27,0.34,0.54,0.35,0.76,0.219,0.793,0.544,0.604,0.227,0.637,0.283,0.003,0.283,80,60,50,40,10,55,70,65,90,45,2,2,2,2,2,10,10,10,10,10,94054,72812,62932,116867,34499,9,9,9,4,3,1,1,1,1,6,9,9,6,6,1,1,1,1,1,7,9,1,1,6,1,1,1,1,1,7,9,7,9,9,5,1,1,1,1,1,9,7,7,7,6,1,3,1,1,1,6,1,7,6,1,1,1,1,1,1,9,7,6,6,4,1,1,1,1,3,9,7,7,7,4,1,1,1,1,2,7,6,5,1,1,1,1,1,1,4
105,1,Chrome,F,45,1,1,2,3,4,5,1,0,0,0,0,1,0,0,1,0,10,1,4,7,3,33,12,32,11,23,9,11,23,43,3,15,20,20,10,0,70,45,60,50,30,80,70,90,75,60,0.45,0.41,0.34,0.55,0.41,0.29,0.35,0.22,0.28,0.37,0.26,0.24,0.44,0.17,0.22,3,2,2,1,3,80,45,60,10,60,0.26,0.35,0.22,0.55,0.22,18,4,36,19,8,25,10,30,25,15,60,35,50,45,70,100,75,90,80,80,0.43,0.5,0.39,0.31,0.49,0.35,0.31,0.25,0.32,0.27,0.22,0.19,0.36,0.37,0.24,3,1,3,1,2,100,10,90,25,70,0.22,0.5,0.36,0.31,0.27,0.156,0.755,0.77,0.144,0.542,0.592,0.142,0.64,0.821,0.349,80,45,60,10,60,100,10,90,25,70,10,10,10,10,10,2,2,2,2,2,71729,87093,71159,72704,74320,9,6,7,2,9,1,3,1,8,1,9,5,7,1,9,1,4,3,9,1,9,4,8,1,9,1,1,2,7,1,9,3,9,5,7,1,6,1,6,1,9,1,9,3,5,1,8,1,8,2,9,2,9,3,9,1,4,1,7,1,9,6,8,3,8,1,3,1,7,1,9,5,8,3,9,1,7,2,9,1,9,5,9,4,9,1,4,1,7,1
