workerid,condition,browser,gender,age,spinnerPairID.1,spinnerPairID.2,spinnerPairID.3,spinnerPairID.4,spinnerPairID.5,spinnerPairCode.1,spinnerPairCode.2,spinnerPairCode.3,spinnerPairCode.4,spinnerPairCode.5,spinnerID_1.1,spinnerID_1.2,spinnerID_1.3,spinnerID_1.4,spinnerID_1.5,payoff1_1.1,payoff1_1.2,payoff1_1.3,payoff1_1.4,payoff1_1.5,payoff2_1.1,payoff2_1.2,payoff2_1.3,payoff2_1.4,payoff2_1.5,payoff3_1.1,payoff3_1.2,payoff3_1.3,payoff3_1.4,payoff3_1.5,prob1_1.1,prob1_1.2,prob1_1.3,prob1_1.4,prob1_1.5,prob2_1.1,prob2_1.2,prob2_1.3,prob2_1.4,prob2_1.5,prob3_1.1,prob3_1.2,prob3_1.3,prob3_1.4,prob3_1.5,winChoice_1.1,winChoice_1.2,winChoice_1.3,winChoice_1.4,winChoice_1.5,win_1.1,win_1.2,win_1.3,win_1.4,win_1.5,winProb_1.1,winProb_1.2,winProb_1.3,winProb_1.4,winProb_1.5,spinnerID_2.1,spinnerID_2.2,spinnerID_2.3,spinnerID_2.4,spinnerID_2.5,payoff1_2.1,payoff1_2.2,payoff1_2.3,payoff1_2.4,payoff1_2.5,payoff2_2.1,payoff2_2.2,payoff2_2.3,payoff2_2.4,payoff2_2.5,payoff3_2.1,payoff3_2.2,payoff3_2.3,payoff3_2.4,payoff3_2.5,prob1_2.1,prob1_2.2,prob1_2.3,prob1_2.4,prob1_2.5,prob2_2.1,prob2_2.2,prob2_2.3,prob2_2.4,prob2_2.5,prob3_2.1,prob3_2.2,prob3_2.3,prob3_2.4,prob3_2.5,winChoice_2.1,winChoice_2.2,winChoice_2.3,winChoice_2.4,winChoice_2.5,win_2.1,win_2.2,win_2.3,win_2.4,win_2.5,winProb_2.1,winProb_2.2,winProb_2.3,winProb_2.4,winProb_2.5,angleProportion_1.1,angleProportion_1.2,angleProportion_1.3,angleProportion_1.4,angleProportion_1.5,angleProportion_2.1,angleProportion_2.2,angleProportion_2.3,angleProportion_2.4,angleProportion_2.5,attentionCheck1.1,attentionCheck1.2,attentionCheck1.3,attentionCheck1.4,attentionCheck1.5,attentionCheck2.1,attentionCheck2.2,attentionCheck2.3,attentionCheck2.4,attentionCheck2.5,leftWheelFirst.1,leftWheelFirst.2,leftWheelFirst.3,leftWheelFirst.4,leftWheelFirst.5,reactionTime.1,reactionTime.2,reactionTime.3,reactionTime.4,reactionTime.5,happy1.1,happy1.2,happy1.3,happy1.4,happy1.5,sad1.1,sad1.2,sad1.3,sad1.4,sad1.5,content1.1,content1.2,content1.3,content1.4,content1.5,disapp1.1,disapp1.2,disapp1.3,disapp1.4,disapp1.5,relief1.1,relief1.2,relief1.3,relief1.4,relief1.5,regret1.1,regret1.2,regret1.3,regret1.4,regret1.5,happy2.1,happy2.2,happy2.3,happy2.4,happy2.5,sad2.1,sad2.2,sad2.3,sad2.4,sad2.5,content2.1,content2.2,content2.3,content2.4,content2.5,disapp2.1,disapp2.2,disapp2.3,disapp2.4,disapp2.5,relief2.1,relief2.2,relief2.3,relief2.4,relief2.5,regret2.1,regret2.2,regret2.3,regret2.4,regret2.5,happy3.1,happy3.2,happy3.3,happy3.4,happy3.5,sad3.1,sad3.2,sad3.3,sad3.4,sad3.5,content3.1,content3.2,content3.3,content3.4,content3.5,disapp3.1,disapp3.2,disapp3.3,disapp3.4,disapp3.5,relief3.1,relief3.2,relief3.3,relief3.4,relief3.5,regret3.1,regret3.2,regret3.3,regret3.4,regret3.5
95,1,Chrome,M,25,2,7,1,9,10,21,11,12,22,33,41,43,4,26,9,45,25,10,40,25,60,45,35,65,60,90,80,75,100,100,0.54,0.31,0.5,0.38,0.43,0.3,0.32,0.31,0.34,0.35,0.16,0.37,0.19,0.28,0.22,1,1,1,2,3,45,25,10,65,100,0.54,0.31,0.5,0.34,0.22,31,19,11,29,18,0,10,20,15,15,40,50,45,50,70,95,75,70,75,80,0.27,0.55,0.41,0.24,0.45,0.4,0.28,0.35,0.4,0.29,0.33,0.17,0.24,0.36,0.26,2,1,2,2,3,40,10,45,50,80,0.4,0.55,0.35,0.4,0.26,0.272,0.867,0.09,0.485,0.261,0.303,0.262,0.643,0.228,0.989,90,25,75,65,100,40,10,70,50,80,0,0,1,0,0,58531,24483,61137,31461,32487,9,5,9,9,9,1,1,1,1,1,9,3,9,7,9,1,7,1,1,1,9,1,6,7,9,1,4,1,1,1,4,1,9,6,7,2,6,1,1,1,4,1,9,7,7,7,9,1,1,1,3,1,9,6,9,1,6,1,1,1,6,3,9,7,9,1,7,1,1,1,7,1,7,9,7,1,7,1,1,1,9,1,8,7,9,1,6,1,1,1
96,1,Firefox,M,30,7,8,9,6,3,11,22,22,31,23,43,11,26,21,8,25,20,15,25,0,45,45,50,45,30,80,70,75,80,60,0.31,0.41,0.24,0.3,0.41,0.32,0.35,0.4,0.3,0.37,0.37,0.24,0.36,0.4,0.22,1,2,2,3,3,25,45,50,80,60,0.31,0.35,0.4,0.4,0.22,19,50,29,46,3,10,50,40,55,15,50,75,65,70,70,75,90,100,85,80,0.55,0.32,0.38,0.26,0.49,0.28,0.5,0.34,0.53,0.27,0.17,0.18,0.28,0.21,0.24,1,2,2,1,2,10,75,65,55,70,0.55,0.5,0.34,0.26,0.27,0.979,0.908,0.645,0.014,0.531,0.376,0.669,0.5,0.229,0.558,25,45,50,80,60,10,75,65,55,70,0,1,1,1,0,41583,33957,28454,40651,32791,5,7,3,7,4,3,2,2,4,2,7,6,3,2,2,2,2,2,2,2,2,7,2,9,2,2,1,3,2,2,3,9,7,7,6,4,1,2,2,2,3,2,5,2,2,4,2,2,2,2,3,7,2,2,2,4,2,2,2,2,7,8,7,8,6,2,2,2,2,2,6,9,6,7,2,4,2,2,2,2,4,6,2,2,7,4,2,2,2,2
97,1,Chrome,M,29,2,6,7,3,1,21,31,11,23,12,41,21,43,8,4,45,55,25,0,10,60,70,45,30,35,90,85,80,60,75,0.54,0.26,0.31,0.41,0.5,0.3,0.53,0.32,0.37,0.31,0.16,0.21,0.37,0.22,0.19,1,1,1,3,1,45,55,25,60,10,0.54,0.26,0.31,0.22,0.5,31,46,19,3,11,0,25,10,15,20,40,45,50,70,45,95,80,75,80,70,0.27,0.3,0.55,0.49,0.41,0.4,0.3,0.28,0.27,0.35,0.33,0.4,0.17,0.24,0.24,2,3,1,2,2,40,80,10,70,45,0.4,0.4,0.55,0.27,0.35,0.268,0.795,0.059,0.052,0.283,0.506,0.11,0.009,0.491,0.782,45,55,25,60,10,40,80,10,70,45,0,0,0,0,1,55556,37006,46907,35767,50176,7,9,6,9,3,4,1,4,1,6,6,9,5,9,3,4,1,6,1,7,5,9,4,9,3,3,1,7,1,7,9,9,4,9,9,1,1,6,1,2,9,9,3,9,7,1,1,8,1,2,6,9,1,9,7,1,1,8,1,3,9,9,7,9,7,1,1,4,1,4,9,9,6,9,7,1,1,7,1,4,6,9,5,9,6,1,1,7,1,3
98,1,Chrome,M,29,9,7,6,10,1,22,11,31,33,12,26,43,21,9,4,40,10,55,15,20,65,50,70,70,45,100,75,85,80,70,0.38,0.55,0.26,0.45,0.41,0.34,0.28,0.53,0.29,0.35,0.28,0.17,0.21,0.26,0.24,2,1,1,3,2,65,10,55,80,45,0.34,0.55,0.26,0.26,0.35,29,19,46,18,11,15,25,25,25,10,50,45,45,60,35,75,80,80,100,75,0.24,0.31,0.3,0.43,0.5,0.4,0.32,0.3,0.35,0.31,0.36,0.37,0.4,0.22,0.19,2,1,3,3,1,50,25,80,100,10,0.4,0.31,0.4,0.22,0.5,0.621,0.954,0.043,0.981,0.026,0.137,0.143,0.68,0.533,0.644,65,10,55,80,45,50,25,80,100,10,0,1,0,1,0,62231,58753,49511,41424,64180,9,7,8,9,8,1,2,2,1,2,9,8,8,9,8,1,3,2,1,2,9,5,8,9,8,1,3,2,1,2,9,6,9,9,7,1,2,1,1,2,9,7,9,9,7,1,2,1,1,2,9,5,9,9,7,1,3,1,1,2,9,8,8,9,8,1,2,2,1,1,9,8,8,9,8,1,2,2,1,1,9,5,8,9,8,1,2,1,1,1
99,1,Chrome,M,29,5,6,7,2,4,13,31,11,21,32,37,21,43,41,36,30,55,10,0,30,50,70,50,40,50,95,85,75,95,90,0.3,0.26,0.55,0.27,0.39,0.3,0.53,0.28,0.4,0.25,0.4,0.21,0.17,0.33,0.36,3,1,1,2,3,95,55,10,40,90,0.4,0.26,0.55,0.4,0.36,15,46,19,31,23,20,25,25,45,20,50,45,45,60,60,90,80,80,90,90,0.28,0.3,0.31,0.54,0.34,0.19,0.3,0.32,0.3,0.22,0.53,0.4,0.37,0.16,0.44,1,3,1,1,2,20,80,25,45,60,0.28,0.4,0.31,0.54,0.22,0.441,0.902,0.399,0.582,0.675,0.094,0.24,0.204,0.011,0.884,95,55,10,40,90,20,80,25,45,60,0,0,1,1,1,85566,59373,41480,63094,42868,8,3,2,5,9,1,5,6,4,1,3,5,4,3,5,1,7,7,4,2,6,5,2,7,6,3,2,4,3,1,3,8,2,2,7,4,1,6,6,2,3,3,3,3,3,8,1,7,7,2,1,2,3,5,3,3,2,5,5,3,8,6,2,3,8,3,3,6,5,2,5,2,5,3,4,1,4,7,6,4,3,3,2,5,6,2,4,5,4,3
100,1,Chrome,M,24,10,1,4,6,8,33,12,32,31,22,9,4,36,21,11,15,10,30,25,20,70,35,50,45,45,80,75,90,80,70,0.45,0.5,0.39,0.3,0.41,0.29,0.31,0.25,0.3,0.35,0.26,0.19,0.36,0.4,0.24,3,1,3,3,2,80,10,90,80,45,0.26,0.5,0.36,0.4,0.35,18,11,23,46,50,25,20,20,55,50,60,45,60,70,75,100,70,90,85,90,0.43,0.41,0.34,0.26,0.32,0.35,0.35,0.22,0.53,0.5,0.22,0.24,0.44,0.21,0.18,3,2,2,1,2,100,45,60,55,75,0.22,0.35,0.22,0.26,0.5,0.646,0.092,0.384,0.304,0.145,0.656,0.314,0.042,0.058,0.459,80,10,90,80,45,100,45,60,55,75,1,1,1,1,1,43241,41501,30204,26883,24863,9,4,9,9,6,1,3,1,1,3,9,4,9,9,6,1,3,1,1,3,9,2,9,9,6,1,5,1,1,3,9,5,8,4,6,1,2,3,3,3,9,5,8,4,6,1,2,3,3,3,9,3,8,4,6,1,2,5,3,3,9,4,9,5,7,1,3,1,3,3,9,4,9,5,7,1,3,1,3,3,9,4,9,5,7,1,2,1,3,3
101,1,Firefox,M,35,7,3,9,8,2,11,23,22,22,21,43,8,26,11,41,25,0,40,20,0,45,30,65,45,40,80,60,100,70,95,0.31,0.41,0.38,0.41,0.27,0.32,0.37,0.34,0.35,0.4,0.37,0.22,0.28,0.24,0.33,1,3,2,2,2,25,60,65,45,40,0.31,0.22,0.34,0.35,0.4,19,3,29,50,31,10,15,15,50,45,50,70,50,75,60,75,80,75,90,90,0.55,0.49,0.24,0.32,0.54,0.28,0.27,0.4,0.5,0.3,0.17,0.24,0.36,0.18,0.16,1,2,2,2,1,10,70,50,75,45,0.55,0.27,0.4,0.5,0.54,0.589,0.879,0.382,0.445,0.936,0.367,0.428,0.228,0.219,0.934,25,60,65,45,40,10,70,50,75,45,0,0,0,1,1,74205,63535,55674,56123,72026,6,9,8,7,8,6,1,2,2,1,4,9,8,7,7,8,1,2,3,2,4,9,7,8,9,7,1,3,2,2,6,8,7,7,7,6,2,3,1,3,4,7,7,8,6,7,2,3,3,4,5,7,7,6,5,7,2,3,3,4,6,8,7,7,7,6,1,3,3,3,4,9,7,7,6,7,1,2,2,3,4,8,7,6,5,7,1,3,2,3
102,1,Chrome,M,22,8,3,4,10,1,22,23,32,33,12,11,8,36,9,4,20,0,20,25,20,45,30,60,60,45,70,60,90,100,70,0.41,0.41,0.34,0.43,0.41,0.35,0.37,0.22,0.35,0.35,0.24,0.22,0.44,0.22,0.24,2,3,2,3,2,45,60,60,100,45,0.35,0.22,0.22,0.22,0.35,50,3,23,18,11,50,15,30,15,10,75,70,50,70,35,90,80,90,80,75,0.32,0.49,0.39,0.45,0.5,0.5,0.27,0.25,0.29,0.31,0.18,0.24,0.36,0.26,0.19,2,2,3,3,1,75,70,90,80,10,0.5,0.27,0.36,0.26,0.5,0.709,0.98,0.968,0.063,0.201,0.066,0.961,0.831,0.871,0.164,45,60,60,60,45,75,70,90,80,10,1,0,0,0,0,66956,90714,47680,74294,67153,7,9,8,7,7,2,1,2,3,3,7,9,8,7,7,2,1,2,3,3,7,9,8,7,7,2,1,2,3,3,7,7,9,9,2,3,1,1,1,8,7,7,9,9,2,3,1,1,1,8,8,7,9,9,2,3,1,1,1,8,8,9,8,8,6,1,1,2,2,4,8,9,8,8,6,2,1,2,2,4,8,9,8,8,6,2,1,2,2,4
103,1,Chrome,M,23,10,5,8,1,4,33,13,22,12,32,9,37,11,4,36,15,20,20,10,30,70,50,45,35,50,80,90,70,75,90,0.45,0.28,0.41,0.5,0.39,0.29,0.19,0.35,0.31,0.25,0.26,0.53,0.24,0.19,0.36,3,1,2,1,3,80,20,45,10,90,0.26,0.28,0.35,0.5,0.36,18,15,50,11,23,25,30,50,20,20,60,50,75,45,60,100,95,90,70,90,0.43,0.3,0.32,0.41,0.34,0.35,0.3,0.5,0.35,0.22,0.22,0.4,0.18,0.24,0.44,3,3,2,2,2,100,95,75,45,60,0.22,0.4,0.5,0.35,0.22,0.284,0.153,0.933,0.616,0.247,0.283,0.951,0.224,0.735,0.756,80,20,45,10,90,100,95,75,45,60,1,1,1,1,1,65587,58230,45188,44873,42022,9,5,7,5,9,1,1,1,1,1,9,5,7,5,9,1,3,1,1,1,9,3,6,5,9,1,1,1,1,1,9,9,8,7,9,1,1,1,1,1,9,9,8,7,9,1,1,1,1,1,9,9,8,7,9,1,1,1,1,1,9,8,8,6,9,1,1,1,1,1,9,9,8,6,9,1,1,1,1,1,9,9,7,6,9,1,1,1,1,1
104,1,Chrome,M,21,6,9,1,10,7,31,22,12,33,11,21,26,4,9,43,55,40,10,25,25,70,65,35,60,45,85,100,75,100,80,0.26,0.38,0.5,0.43,0.31,0.53,0.34,0.31,0.35,0.32,0.21,0.28,0.19,0.22,0.37,1,2,1,3,1,55,65,10,100,25,0.26,0.34,0.5,0.22,0.31,46,29,11,18,19,25,15,20,15,10,45,50,45,70,50,80,75,70,80,75,0.3,0.24,0.41,0.45,0.55,0.3,0.4,0.35,0.29,0.28,0.4,0.36,0.24,0.26,0.17,3,2,2,3,1,80,50,45,80,10,0.4,0.4,0.35,0.26,0.55,0.038,0.409,0.938,0.427,0.815,0.784,0.097,0.64,0.573,0.278,55,65,10,100,25,,50,45,80,10,0,0,1,0,0,57470,94116,55771,55865,81929,6,8,4,9,6,1,5,2,1,1,8,8,3,9,9,1,2,6,1,2,6,4,4,9,4,1,1,1,1,1,7,7,5,9,3,1,2,1,1,4,9,8,6,9,4,1,1,2,1,5,5,5,4,9,3,1,1,1,1,1,9,7,7,9,7,1,6,2,1,2,9,8,5,9,8,1,2,3,1,3,6,5,4,9,6,1,1,1,1,1
105,1,Safari,F,32,4,8,1,9,3,32,22,12,22,23,36,11,4,26,8,20,20,20,40,0,60,45,45,65,30,90,70,70,100,60,0.34,0.41,0.41,0.38,0.41,0.22,0.35,0.35,0.34,0.37,0.44,0.24,0.24,0.28,0.22,2,2,2,2,3,60,45,45,65,60,0.22,0.35,0.35,0.34,0.22,23,50,11,29,3,30,50,10,15,15,50,75,35,50,70,90,90,75,75,80,0.39,0.32,0.5,0.24,0.49,0.25,0.5,0.31,0.4,0.27,0.36,0.18,0.19,0.36,0.24,3,2,1,2,2,90,75,10,50,70,0.36,0.5,0.5,0.4,0.27,0.562,0.91,0.583,0.873,0.689,0.599,0.036,0.121,0.802,0.517,60,45,45,65,60,90,75,10,50,70,0,1,0,0,0,58305,65820,64560,48975,41663,8,7,7,8,9,1,1,2,1,1,9,8,9,9,9,2,2,2,1,1,8,9,9,9,9,1,1,1,1,1,9,9,5,8,8,1,1,6,1,1,9,9,5,9,9,1,1,7,1,1,9,9,5,9,9,1,1,2,1,1,9,9,7,8,9,1,1,3,1,1,9,9,5,9,9,1,2,6,1,1,9,9,5,9,9,1,1,2,1,1
106,1,Firefox,M,23,9,8,6,5,10,22,22,31,13,33,26,11,21,37,9,40,20,25,30,25,65,45,45,50,60,100,70,80,95,100,0.38,0.41,0.3,0.3,0.43,0.34,0.35,0.3,0.3,0.35,0.28,0.24,0.4,0.4,0.22,2,2,3,3,3,65,45,80,95,100,0.34,0.35,0.4,0.4,0.22,29,50,46,15,18,15,50,55,20,15,50,75,70,50,70,75,90,85,90,80,0.24,0.32,0.26,0.28,0.45,0.4,0.5,0.53,0.19,0.29,0.36,0.18,0.21,0.53,0.26,2,2,1,1,3,50,75,55,20,80,0.4,0.5,0.26,0.28,0.26,0.049,0.912,0.734,0.692,0.026,0.527,0.868,0.781,0.118,0.376,65,45,80,95,100,50,75,55,20,80,0,1,1,0,0,57023,68479,40628,54991,41150,7,7,9,9,9,1,1,1,1,1,8,8,7,6,5,1,1,1,1,1,4,5,9,8,8,1,1,1,1,1,6,8,5,3,9,1,1,2,8,1,8,5,7,3,4,1,1,6,7,1,5,7,1,1,7,1,1,1,5,1,7,8,6,6,9,1,1,2,2,1,8,7,8,4,5,1,1,4,3,1,6,1,3,2,9,1,1,1,4,1
107,1,Chrome,M,55,5,3,10,1,6,13,23,33,12,31,37,8,9,4,21,20,0,25,10,25,50,30,60,35,45,90,60,100,75,80,0.28,0.41,0.43,0.5,0.3,0.19,0.37,0.35,0.31,0.3,0.53,0.22,0.22,0.19,0.4,1,3,3,1,3,20,60,100,10,80,0.28,0.22,0.22,0.5,0.4,15,3,18,11,46,30,15,15,20,55,50,70,70,45,70,95,80,80,70,85,0.3,0.49,0.45,0.41,0.26,0.3,0.27,0.29,0.35,0.53,0.4,0.24,0.26,0.24,0.21,3,2,3,2,1,95,70,80,45,55,0.4,0.27,0.26,0.35,0.26,0.115,0.264,0.671,0.346,0.534,0.096,0.568,0.299,0.968,0.359,,70,100,10,80,95,60,80,45,55,1,0,0,1,1,83816,60586,63189,60532,50753,3,7,9,2,4,3,2,1,7,2,4,7,8,3,6,5,2,1,7,4,6,9,7,2,7,4,2,1,6,3,8,6,9,5,3,2,2,1,4,5,8,7,8,6,4,2,5,1,5,7,8,6,8,6,2,7,3,1,4,7,7,6,8,4,6,3,2,1,5,4,7,6,8,5,4,2,2,1,4,5,7,7,9,6,5,2,2,1,5,6
108,1,Chrome,M,31,2,7,6,3,4,21,11,31,23,32,41,43,21,8,36,0,10,55,0,30,40,50,70,30,50,95,75,85,60,90,0.27,0.55,0.26,0.41,0.39,0.4,0.28,0.53,0.37,0.25,0.33,0.17,0.21,0.22,0.36,2,1,1,3,3,40,10,55,60,90,0.4,0.55,0.26,0.22,0.36,31,19,46,3,23,45,25,25,15,20,60,45,45,70,60,90,80,80,80,90,0.54,0.31,0.3,0.49,0.34,0.3,0.32,0.3,0.27,0.22,0.16,0.37,0.4,0.24,0.44,1,1,3,2,2,45,25,80,70,60,0.54,0.31,0.4,0.27,0.22,0.003,0.053,0.878,0.159,0.54,0.847,0.267,0.08,0.946,0.166,40,10,80,70,90,45,25,55,60,60,1,1,0,0,1,92737,64671,55352,85205,62672,5,2,9,8,9,2,6,1,1,1,6,3,9,9,9,3,8,1,1,1,5,1,8,9,9,1,5,1,1,1,2,1,2,9,6,6,7,7,1,2,3,3,3,9,7,8,8,8,1,2,1,1,1,9,4,4,6,5,9,2,6,2,6,9,7,2,7,2,1,2,5,3,7,9,8,4,8,2,1,2,3,2,5,9,8,3,6,2,1,1
109,1,Firefox,F,51,2,10,1,6,8,21,33,12,31,22,41,9,4,21,11,45,15,10,55,20,60,70,35,70,45,90,80,75,85,70,0.54,0.45,0.5,0.26,0.41,0.3,0.29,0.31,0.53,0.35,0.16,0.26,0.19,0.21,0.24,1,3,1,1,2,45,80,10,55,45,0.54,0.26,0.5,0.26,0.35,31,18,11,46,50,0,25,20,25,50,40,60,45,45,75,95,100,70,80,90,0.27,0.43,0.41,0.3,0.32,0.4,0.35,0.35,0.3,0.5,0.33,0.22,0.24,0.4,0.18,2,3,2,3,2,40,100,45,80,75,0.4,0.22,0.35,0.4,0.5,0.824,0.834,0.754,0.263,0.411,0.236,0.521,0.358,0.581,0.382,45,80,10,55,45,40,100,45,80,75,0,1,1,0,1,86265,73398,67932,45851,73792,2,9,2,5,5,8,1,8,5,5,2,9,2,5,5,8,1,8,5,5,2,9,2,5,7,8,1,8,5,5,8,9,5,9,7,2,1,5,1,3,8,9,5,9,7,2,1,5,1,3,8,9,5,9,5,2,1,5,1,3,8,9,3,8,8,1,1,7,2,2,8,9,3,8,8,2,1,7,2,2,8,9,3,8,5,2,1,7,2,2
110,1,Chrome,M,24,4,7,9,8,3,32,11,22,22,23,36,43,26,11,8,30,25,15,20,0,50,45,50,45,30,90,80,75,70,60,0.39,0.31,0.24,0.41,0.41,0.25,0.32,0.4,0.35,0.37,0.36,0.37,0.36,0.24,0.22,3,1,2,2,3,90,25,50,45,60,0.36,0.31,0.4,0.35,0.22,23,19,29,50,3,20,10,40,50,15,60,50,65,75,70,90,75,100,90,80,0.34,0.55,0.38,0.32,0.49,0.22,0.28,0.34,0.5,0.27,0.44,0.17,0.28,0.18,0.24,2,1,2,2,2,60,10,65,75,70,0.22,0.55,0.34,0.5,0.27,0.908,0.44,0.67,0.571,0.374,0.449,0.338,0.31,0.369,0.798,90,25,50,45,60,60,10,65,75,70,1,0,1,1,0,63948,55488,62026,41113,85705,9,6,7,7,8,1,6,7,2,2,7,4,6,6,5,1,6,3,2,2,7,3,6,7,9,1,4,2,2,2,7,5,7,7,8,1,5,3,2,2,5,3,7,6,7,3,7,2,2,2,8,2,5,7,8,3,6,2,2,2,8,6,7,7,8,1,5,2,2,2,5,3,6,6,7,1,6,2,2,2,7,3,6,7,8,2,7,2,2,2
111,1,Chrome,M,35,2,7,1,10,4,21,11,12,33,32,41,43,4,9,36,45,25,10,15,20,60,45,35,70,60,90,80,75,80,90,0.54,0.31,0.5,0.45,0.34,0.3,0.32,0.31,0.29,0.22,0.16,0.37,0.19,0.26,0.44,1,1,1,3,2,45,25,10,80,60,0.54,0.31,0.5,0.26,0.22,31,19,11,18,23,0,10,20,25,30,40,50,45,60,50,95,75,70,100,90,0.27,0.55,0.41,0.43,0.39,0.4,0.28,0.35,0.35,0.25,0.33,0.17,0.24,0.22,0.36,2,1,2,3,3,40,10,45,100,90,0.4,0.55,0.35,0.22,0.36,0.907,0.955,0.627,0.346,0.797,0.886,0.579,0.719,0.237,0.728,45,25,10,80,60,40,10,45,100,90,0,0,1,1,0,57158,46615,50161,46153,39371,8,7,3,8,6,1,1,1,1,2,8,6,3,8,5,1,1,5,1,3,5,5,3,6,5,1,1,1,1,3,8,6,8,9,8,1,1,1,1,1,8,5,6,9,7,1,1,1,1,2,5,5,4,8,6,1,1,1,1,1,9,7,6,9,6,1,1,1,1,2,9,6,5,9,6,1,1,3,2,2,6,5,4,8,4,1,1,1,1,1
112,1,Chrome,M,31,2,3,6,9,8,21,23,31,22,22,41,8,21,26,11,45,0,25,40,50,60,30,45,65,75,90,60,80,100,90,0.54,0.41,0.3,0.38,0.32,0.3,0.37,0.3,0.34,0.5,0.16,0.22,0.4,0.28,0.18,1,3,3,2,2,45,60,80,65,75,0.54,0.22,0.4,0.34,0.5,31,3,46,29,50,0,15,55,15,20,40,70,70,50,45,95,80,85,75,70,0.27,0.49,0.26,0.24,0.41,0.4,0.27,0.53,0.4,0.35,0.33,0.24,0.21,0.36,0.24,2,2,1,2,2,40,70,55,50,45,0.4,0.27,0.26,0.4,0.35,0.799,0.741,0.024,0.026,0.725,0.653,0.873,0.174,0.938,0.187,45,60,80,65,75,40,70,55,50,45,0,0,1,0,0,83582,70400,79309,129918,87170,5,9,9,7,8,1,1,1,1,1,4,9,9,6,8,4,1,1,1,1,1,7,3,2,1,3,1,1,1,1,7,8,5,7,7,1,1,1,1,1,8,8,2,5,7,1,1,6,2,1,8,5,1,3,2,1,1,4,1,1,8,9,8,6,8,1,1,1,1,1,7,8,6,6,7,2,1,5,2,1,3,6,2,3,2,1,1,4,1,1
113,1,Chrome,M,22,7,9,6,10,2,11,22,31,33,21,43,26,21,9,41,25,15,55,25,0,45,50,70,60,40,80,75,85,100,95,0.31,0.24,0.26,0.43,0.27,0.32,0.4,0.53,0.35,0.4,0.37,0.36,0.21,0.22,0.33,1,2,1,3,2,25,50,55,100,40,0.31,0.4,0.26,0.22,0.4,19,29,46,18,31,10,40,25,15,45,50,65,45,70,60,75,100,80,80,90,0.55,0.38,0.3,0.45,0.54,0.28,0.34,0.3,0.29,0.3,0.17,0.28,0.4,0.26,0.16,1,2,3,3,1,10,65,80,80,45,0.55,0.34,0.4,0.26,0.54,0.374,0.374,0.118,0.139,0.079,0.95,0.764,0.917,0.333,0.108,25,50,55,100,40,10,65,80,80,45,0,1,0,0,1,94768,80292,66032,61146,68348,6,6,4,9,7,4,3,7,1,2,7,7,5,9,7,5,4,7,1,4,6,5,4,9,8,3,3,4,1,1,6,7,9,9,6,4,2,1,1,3,6,8,9,9,7,7,3,1,1,4,4,5,8,8,5,3,2,1,1,3,7,8,8,9,7,2,2,2,1,2,7,8,8,9,7,2,4,4,1,3,5,5,5,8,5,2,2,3,1,2
114,1,Chrome,M,33,2,5,6,9,3,21,13,31,22,23,41,37,21,26,8,45,20,25,40,0,60,50,45,65,30,90,90,80,100,60,0.54,0.28,0.3,0.38,0.41,0.3,0.19,0.3,0.34,0.37,0.16,0.53,0.4,0.28,0.22,1,1,3,2,3,45,20,80,65,60,0.54,0.28,0.4,0.34,0.22,31,15,46,29,3,0,30,55,15,15,40,50,70,50,70,95,95,85,75,80,0.27,0.3,0.26,0.24,0.49,0.4,0.3,0.53,0.4,0.27,0.33,0.4,0.21,0.36,0.24,2,3,1,2,2,40,95,55,50,70,0.4,0.4,0.26,0.4,0.27,0.728,0.11,0.632,0.728,0.602,1,0.224,0.703,0.71,0.846,45,20,80,65,60,40,95,55,50,70,0,1,1,0,0,83352,37418,30240,41831,38231,6,7,5,7,7,4,6,6,3,2,6,7,5,7,8,6,6,7,4,3,5,5,4,7,7,6,7,5,3,3,6,5,6,5,7,5,6,5,6,6,5,5,4,5,6,6,6,6,6,3,5,7,7,6,6,6,5,5,5,5,6,7,6,7,7,5,5,4,3,3,6,4,5,7,8,6,6,5,3,3,5,5,6,7,7,6,6,5,3,3
115,1,Chrome,M,20,5,7,8,2,4,13,11,22,21,32,37,43,11,41,36,20,10,20,45,30,50,50,45,60,50,90,75,70,90,90,0.28,0.55,0.41,0.54,0.39,0.19,0.28,0.35,0.3,0.25,0.53,0.17,0.24,0.16,0.36,1,1,2,1,3,20,10,45,45,90,0.28,0.55,0.35,0.54,0.36,15,19,50,31,23,30,25,50,0,20,50,45,75,40,60,95,80,90,95,90,0.3,0.31,0.32,0.27,0.34,0.3,0.32,0.5,0.4,0.22,0.4,0.37,0.18,0.33,0.44,3,1,2,2,2,95,25,75,40,60,0.4,0.31,0.5,0.4,0.22,0.043,0.387,0.44,0.621,0.679,0.935,0.56,0.255,0.706,0.41,20,10,45,45,90,95,25,75,40,60,1,1,1,0,1,72510,60169,131673,48555,35010,5,1,8,6,8,2,7,3,3,2,4,4,7,6,8,7,7,3,3,3,3,3,7,6,8,6,8,4,4,4,9,8,8,6,7,1,3,3,3,3,9,7,8,7,7,1,3,3,4,3,9,8,8,7,7,1,4,4,4,4,8,3,7,6,7,2,7,2,3,3,8,3,7,7,7,3,7,3,4,3,8,3,7,7,7,3,7,3,5,4
