workerid,condition,browser,gender,age,order.1,order.2,order.3,order.4,order.5,askAboutLeftWheelFirst.1,askAboutLeftWheelFirst.2,askAboutLeftWheelFirst.3,askAboutLeftWheelFirst.4,askAboutLeftWheelFirst.5,showFirstOfPairFirst.1,showFirstOfPairFirst.2,showFirstOfPairFirst.3,showFirstOfPairFirst.4,showFirstOfPairFirst.5,spinnerPairID.1,spinnerPairID.2,spinnerPairID.3,spinnerPairID.4,spinnerPairID.5,spinnerPairCode.1,spinnerPairCode.2,spinnerPairCode.3,spinnerPairCode.4,spinnerPairCode.5,spinnerID_1.1,spinnerID_1.2,spinnerID_1.3,spinnerID_1.4,spinnerID_1.5,payoff1_1.1,payoff1_1.2,payoff1_1.3,payoff1_1.4,payoff1_1.5,payoff2_1.1,payoff2_1.2,payoff2_1.3,payoff2_1.4,payoff2_1.5,payoff3_1.1,payoff3_1.2,payoff3_1.3,payoff3_1.4,payoff3_1.5,prob1_1.1,prob1_1.2,prob1_1.3,prob1_1.4,prob1_1.5,prob2_1.1,prob2_1.2,prob2_1.3,prob2_1.4,prob2_1.5,prob3_1.1,prob3_1.2,prob3_1.3,prob3_1.4,prob3_1.5,winChoice_1.1,winChoice_1.2,winChoice_1.3,winChoice_1.4,winChoice_1.5,win_1.1,win_1.2,win_1.3,win_1.4,win_1.5,winProb_1.1,winProb_1.2,winProb_1.3,winProb_1.4,winProb_1.5,spinnerID_2.1,spinnerID_2.2,spinnerID_2.3,spinnerID_2.4,spinnerID_2.5,payoff1_2.1,payoff1_2.2,payoff1_2.3,payoff1_2.4,payoff1_2.5,payoff2_2.1,payoff2_2.2,payoff2_2.3,payoff2_2.4,payoff2_2.5,payoff3_2.1,payoff3_2.2,payoff3_2.3,payoff3_2.4,payoff3_2.5,prob1_2.1,prob1_2.2,prob1_2.3,prob1_2.4,prob1_2.5,prob2_2.1,prob2_2.2,prob2_2.3,prob2_2.4,prob2_2.5,prob3_2.1,prob3_2.2,prob3_2.3,prob3_2.4,prob3_2.5,winChoice_2.1,winChoice_2.2,winChoice_2.3,winChoice_2.4,winChoice_2.5,win_2.1,win_2.2,win_2.3,win_2.4,win_2.5,winProb_2.1,winProb_2.2,winProb_2.3,winProb_2.4,winProb_2.5,angleProportion_1.1,angleProportion_1.2,angleProportion_1.3,angleProportion_1.4,angleProportion_1.5,angleProportion_2.1,angleProportion_2.2,angleProportion_2.3,angleProportion_2.4,angleProportion_2.5,attentionCheck1.1,attentionCheck1.2,attentionCheck1.3,attentionCheck1.4,attentionCheck1.5,attentionCheck2.1,attentionCheck2.2,attentionCheck2.3,attentionCheck2.4,attentionCheck2.5,reactionTime.1,reactionTime.2,reactionTime.3,reactionTime.4,reactionTime.5,happy1.1,happy1.2,happy1.3,happy1.4,happy1.5,sad1.1,sad1.2,sad1.3,sad1.4,sad1.5,content1.1,content1.2,content1.3,content1.4,content1.5,disapp1.1,disapp1.2,disapp1.3,disapp1.4,disapp1.5,relief1.1,relief1.2,relief1.3,relief1.4,relief1.5,regret1.1,regret1.2,regret1.3,regret1.4,regret1.5,happy2.1,happy2.2,happy2.3,happy2.4,happy2.5,sad2.1,sad2.2,sad2.3,sad2.4,sad2.5,content2.1,content2.2,content2.3,content2.4,content2.5,disapp2.1,disapp2.2,disapp2.3,disapp2.4,disapp2.5,relief2.1,relief2.2,relief2.3,relief2.4,relief2.5,regret2.1,regret2.2,regret2.3,regret2.4,regret2.5,happy3.1,happy3.2,happy3.3,happy3.4,happy3.5,sad3.1,sad3.2,sad3.3,sad3.4,sad3.5,content3.1,content3.2,content3.3,content3.4,content3.5,disapp3.1,disapp3.2,disapp3.3,disapp3.4,disapp3.5,relief3.1,relief3.2,relief3.3,relief3.4,relief3.5,regret3.1,regret3.2,regret3.3,regret3.4,regret3.5
91,1,Chrome,M,31,1,2,3,4,5,1,1,0,1,0,1,0,0,0,0,4,1,7,8,10,32,12,11,22,33,36,11,19,50,18,30,10,10,20,15,50,35,50,45,70,90,75,75,70,80,0.39,0.5,0.55,0.41,0.45,0.25,0.31,0.28,0.35,0.29,0.36,0.19,0.17,0.24,0.26,3,1,1,2,3,90,10,10,45,80,0.36,0.5,0.55,0.35,0.26,23,4,43,11,9,20,20,25,50,25,60,45,45,75,60,90,70,80,90,100,0.34,0.41,0.31,0.32,0.43,0.22,0.35,0.32,0.5,0.35,0.44,0.24,0.37,0.18,0.22,2,2,1,2,3,60,45,25,75,100,0.22,0.35,0.31,0.5,0.22,0.647,0.039,0.321,0.58,0.743,0.679,0.992,0.479,0.465,0.049,90,45,25,75,100,60,10,10,45,80,89421,55068,58469,50013,46008,9,9,7,8,9,1,1,2,1,1,9,9,7,8,9,1,1,2,1,1,6,5,5,5,5,1,1,2,1,1,9,7,6,8,9,1,2,2,1,1,9,7,6,7,9,1,3,3,2,1,5,5,5,5,5,1,2,3,1,1,9,8,6,8,9,1,2,2,2,1,9,8,5,8,9,1,2,3,2,1,6,6,6,6,6,1,2,3,1,1
92,1,Chrome,M,23,1,2,3,4,5,0,0,0,1,1,0,0,1,1,0,6,4,7,8,2,31,32,11,22,21,46,23,43,11,31,25,30,10,20,0,45,50,50,45,40,80,90,75,70,95,0.3,0.39,0.55,0.41,0.27,0.3,0.25,0.28,0.35,0.4,0.4,0.36,0.17,0.24,0.33,3,3,1,2,2,80,90,10,45,40,0.4,0.36,0.55,0.35,0.4,21,36,19,50,41,55,20,25,50,45,70,60,45,75,60,85,90,80,90,90,0.26,0.34,0.31,0.32,0.54,0.53,0.22,0.32,0.5,0.3,0.21,0.44,0.37,0.18,0.16,1,2,1,2,1,55,60,25,75,45,0.26,0.22,0.31,0.5,0.54,0.087,0.032,0.957,0.156,0.775,0.031,0.687,0.856,0.041,0.327,55,60,10,45,45,80,90,25,75,40,581556,65046,39599,49306,38919,7,6,6,7,9,3,4,4,3,1,7,6,6,7,9,3,4,4,3,1,7,6,6,7,9,3,4,4,3,1,9,8,7,7,9,1,2,3,3,1,9,8,7,7,9,1,2,3,3,1,9,8,7,7,5,1,2,3,3,1,9,9,8,9,9,1,1,2,1,1,9,9,8,9,9,1,1,2,1,1,9,9,8,9,9,1,1,2,1,1
93,1,Chrome,F,40,1,2,3,4,5,1,1,0,1,1,0,0,0,1,0,6,10,7,2,9,31,33,11,21,22,46,18,19,41,29,25,15,10,0,15,45,70,50,40,50,80,80,75,95,75,0.3,0.45,0.55,0.27,0.24,0.3,0.29,0.28,0.4,0.4,0.4,0.26,0.17,0.33,0.36,3,3,1,2,2,80,80,10,40,50,0.4,0.26,0.55,0.4,0.4,21,9,43,31,26,55,25,25,45,40,70,60,45,60,65,85,100,80,90,100,0.26,0.43,0.31,0.54,0.38,0.53,0.35,0.32,0.3,0.34,0.21,0.22,0.37,0.16,0.28,1,3,1,1,2,55,100,25,45,65,0.26,0.22,0.31,0.54,0.34,0.894,0.104,0.75,0.542,0.018,0.099,0.782,0.617,0.086,0.064,55,100,25,40,65,80,80,10,45,50,95902,55278,86437,106174,114971,3,9,3,5,6,1,1,6,5,4,4,9,1,5,3,3,1,8,5,4,3,9,2,5,4,3,1,1,5,3,9,9,1,4,7,1,1,9,5,4,9,9,1,4,5,1,1,9,5,3,9,9,1,3,3,1,1,9,2,5,7,9,2,4,6,5,1,8,4,4,5,9,2,4,5,4,1,8,4,3,7,9,3,4,6,4,1,9,4,3
94,1,Chrome,F,31,1,2,3,4,5,0,1,1,1,0,0,0,0,0,0,10,3,9,5,1,33,23,22,13,12,18,3,29,15,11,15,15,15,20,10,70,70,50,50,35,80,80,75,90,75,0.45,0.49,0.24,0.28,0.5,0.29,0.27,0.4,0.19,0.31,0.26,0.24,0.36,0.53,0.19,3,2,2,1,1,80,70,50,20,10,0.26,0.27,0.4,0.28,0.5,9,8,26,37,4,25,0,40,30,20,60,30,65,50,45,100,60,100,95,70,0.43,0.41,0.38,0.3,0.41,0.35,0.37,0.34,0.3,0.35,0.22,0.22,0.28,0.4,0.24,3,3,2,3,2,100,60,65,95,45,0.22,0.22,0.34,0.4,0.35,0.943,0.663,0.454,0.785,0.017,0.681,0.293,0.13,0.501,0.22,100,60,65,95,45,80,70,50,20,10,43264,46558,40207,390971,33696,9,9,7,9,6,1,1,3,1,3,9,9,6,9,6,1,1,3,1,3,7,8,7,9,7,1,1,2,1,3,9,7,7,2,2,1,2,3,8,8,8,7,7,2,2,1,2,3,8,8,8,7,6,4,2,1,2,3,6,8,9,7,7,5,3,1,2,4,4,7,9,7,7,6,3,1,2,3,4,7,8,8,8,6,3,1,2,3,4,6
95,1,Firefox,M,26,1,2,3,4,5,0,1,1,1,1,0,0,1,1,1,8,4,7,5,6,22,32,11,13,31,50,23,43,37,21,20,30,10,20,25,45,50,50,50,45,70,90,75,90,80,0.41,0.39,0.55,0.28,0.3,0.35,0.25,0.28,0.19,0.3,0.24,0.36,0.17,0.53,0.4,2,3,1,1,3,45,90,10,20,80,0.35,0.36,0.55,0.28,0.4,11,36,19,15,46,50,20,25,30,55,75,60,45,50,70,90,90,80,95,85,0.32,0.34,0.31,0.3,0.26,0.5,0.22,0.32,0.3,0.53,0.18,0.44,0.37,0.4,0.21,2,2,1,3,1,75,60,25,95,55,0.5,0.22,0.31,0.4,0.26,0.107,0.747,0.481,0.04,0.944,0.361,0.502,0.856,0.051,0.18,75,60,10,20,80,45,,25,95,55,96945,50131,92006,63516,50937,9,9,3,6,9,1,1,7,7,1,9,9,1,3,9,1,1,7,7,1,6,5,1,1,5,1,1,4,4,1,8,9,4,9,6,1,1,7,1,3,7,9,2,9,5,1,1,9,1,4,5,5,1,6,1,1,1,4,1,2,9,9,3,9,7,1,1,6,1,2,9,9,2,9,6,1,1,8,1,4,6,5,1,5,1,1,1,4,1,1
96,1,Chrome,F,36,1,2,3,4,5,1,1,1,1,0,0,1,1,1,0,2,9,4,10,1,21,22,32,33,12,31,26,36,9,11,0,15,30,15,10,40,50,50,70,35,95,75,90,80,75,0.27,0.24,0.39,0.45,0.5,0.4,0.4,0.25,0.29,0.31,0.33,0.36,0.36,0.26,0.19,2,2,3,3,1,40,50,90,80,10,0.4,0.4,0.36,0.26,0.5,41,29,23,18,4,45,40,20,25,20,60,65,60,60,45,90,100,90,100,70,0.54,0.38,0.34,0.43,0.41,0.3,0.34,0.22,0.35,0.35,0.16,0.28,0.44,0.22,0.24,1,2,2,3,2,45,65,60,100,45,0.54,0.34,0.22,0.22,0.35,0.751,0.179,0.457,0.212,0.973,0.907,0.432,0.068,0.367,0.662,45,50,90,80,45,40,65,60,100,10,164355,83108,76494,67402,121245,5,6,8,8,5,2,2,1,1,2,5,5,8,8,5,5,4,1,1,3,1,4,8,7,2,7,6,1,1,3,7,5,5,9,3,3,2,2,1,5,6,5,5,9,3,3,3,2,1,6,7,3,4,9,1,3,3,2,1,6,7,7,8,9,5,2,2,2,1,3,6,7,8,9,5,3,3,3,1,4,3,3,4,9,2,4,3,3,1,4
97,1,Chrome,F,47,1,2,3,4,5,0,0,0,0,0,0,0,1,0,1,6,5,4,10,3,31,13,32,33,23,46,15,36,18,8,25,20,30,15,15,45,50,50,70,70,80,90,90,80,80,0.3,0.28,0.39,0.45,0.49,0.3,0.19,0.25,0.29,0.27,0.4,0.53,0.36,0.26,0.24,3,1,3,3,2,80,20,90,80,70,0.4,0.28,0.36,0.26,0.27,21,37,23,9,3,55,30,20,25,0,70,50,60,60,30,85,95,90,100,60,0.26,0.3,0.34,0.43,0.41,0.53,0.3,0.22,0.35,0.37,0.21,0.4,0.44,0.22,0.22,1,3,2,3,3,55,95,60,100,60,0.26,0.4,0.22,0.22,0.22,0.791,0.328,0.01,0.292,0.385,0.66,0.948,0.055,0.233,0.751,55,95,90,100,70,80,20,60,80,60,89227,96513,89670,60310,75035,4,9,9,9,8,7,1,1,1,2,3,9,9,9,8,8,1,1,1,2,3,9,9,9,9,2,1,1,1,1,9,2,7,9,9,1,8,2,1,1,8,1,8,9,9,1,8,2,1,1,9,1,9,9,9,1,6,2,1,1,8,7,8,9,9,2,3,2,1,1,8,7,8,9,8,2,3,2,1,2,8,7,8,9,8,2,3,3,1,1
98,1,Chrome,F,21,1,2,3,4,5,1,1,0,1,1,0,1,1,0,0,9,5,6,7,3,22,13,31,11,23,29,37,21,19,3,15,20,25,10,15,50,50,45,50,70,75,90,80,75,80,0.24,0.28,0.3,0.55,0.49,0.4,0.19,0.3,0.28,0.27,0.36,0.53,0.4,0.17,0.24,2,1,3,1,2,50,20,80,10,70,0.4,0.28,0.4,0.55,0.27,26,15,46,43,8,40,30,55,25,0,65,50,70,45,30,100,95,85,80,60,0.38,0.3,0.26,0.31,0.41,0.34,0.3,0.53,0.32,0.37,0.28,0.4,0.21,0.37,0.22,2,3,1,1,3,65,95,55,25,60,0.34,0.4,0.26,0.31,0.22,0.674,0.128,0.316,0.88,0.961,0.933,0.808,0.321,0.991,0.418,65,20,55,25,60,50,95,55,10,70,56385,51046,58573,38330,40688,6,4,6,6,6,1,9,3,3,3,6,1,6,5,7,2,8,3,7,5,5,1,6,4,7,2,7,5,6,3,6,9,6,6,6,2,1,4,3,3,7,9,6,7,6,1,1,3,5,5,6,9,5,3,8,1,1,7,7,5,9,7,6,6,6,1,2,4,4,3,8,9,7,5,5,1,1,6,6,4,7,8,4,3,5,1,1,5,5,4
99,1,Chrome,M,26,1,2,3,4,5,1,1,0,0,1,1,1,0,0,1,6,1,5,2,9,31,12,13,21,22,21,4,15,31,26,25,10,20,0,15,45,35,50,40,50,80,75,90,95,75,0.3,0.5,0.28,0.27,0.24,0.3,0.31,0.19,0.4,0.4,0.4,0.19,0.53,0.33,0.36,3,1,1,2,2,80,10,20,40,50,0.4,0.5,0.28,0.4,0.4,46,11,37,41,29,55,20,30,45,40,70,45,50,60,65,85,70,95,90,100,0.26,0.41,0.3,0.54,0.38,0.53,0.35,0.3,0.3,0.34,0.21,0.24,0.4,0.16,0.28,1,2,3,1,2,55,45,95,45,65,0.26,0.35,0.4,0.54,0.34,0.297,0.693,0.914,0.914,0.415,0.223,0.261,0.135,0.978,0.578,80,10,95,45,50,55,45,20,40,65,217963,118691,59252,354190,50877,8,1,9,4,7,1,9,1,5,4,8,1,9,5,7,1,9,1,7,4,8,1,9,6,6,1,7,1,7,4,1,5,2,6,6,7,5,6,5,5,1,5,2,6,6,7,6,8,6,5,1,5,2,7,6,7,5,8,6,5,7,4,4,5,6,6,6,5,5,7,7,3,4,6,6,5,6,4,6,7,7,4,4,5,6,6,6,6,6,6
100,1,Chrome,M,39,1,2,3,4,5,1,1,0,0,1,0,1,1,0,0,7,8,6,5,3,11,22,31,13,23,19,11,21,15,3,10,20,25,20,15,50,45,45,50,70,75,70,80,90,80,0.55,0.41,0.3,0.28,0.49,0.28,0.35,0.3,0.19,0.27,0.17,0.24,0.4,0.53,0.24,1,2,3,1,2,10,45,80,20,70,0.55,0.35,0.4,0.28,0.27,43,50,46,37,8,25,50,55,30,0,45,75,70,50,30,80,90,85,95,60,0.31,0.32,0.26,0.3,0.41,0.32,0.5,0.53,0.3,0.37,0.37,0.18,0.21,0.4,0.22,1,2,1,3,3,25,75,55,95,60,0.31,0.5,0.26,0.4,0.22,0.513,0.275,0.96,0.569,0.403,0.322,0.16,0.453,0.423,0.37,25,45,80,95,60,10,75,55,20,70,50052,38817,35473,43771,31594,4,5,7,8,5,2,3,1,1,3,4,5,4,7,4,4,3,1,1,3,2,4,7,7,4,1,1,1,1,1,2,7,6,1,7,5,1,1,5,4,3,3,6,4,5,6,1,3,6,3,5,6,7,4,6,2,1,1,1,1,3,6,6,6,7,5,1,4,3,3,5,3,8,5,7,7,1,2,3,2,5,6,7,7,7,2,1,1,1,1
101,1,Firefox,F,60,1,2,3,4,5,1,1,1,0,1,0,1,0,0,0,2,5,10,1,6,21,13,33,12,31,31,37,18,11,46,0,20,15,10,25,40,50,70,35,45,95,90,80,75,80,0.27,0.28,0.45,0.5,0.3,0.4,0.19,0.29,0.31,0.3,0.33,0.53,0.26,0.19,0.4,2,1,3,1,3,40,20,80,10,80,0.4,0.28,0.26,0.5,0.4,41,15,9,4,21,45,30,25,20,55,60,50,60,45,70,90,95,100,70,85,0.54,0.3,0.43,0.41,0.26,0.3,0.3,0.35,0.35,0.53,0.16,0.4,0.22,0.24,0.21,1,3,3,2,1,45,95,100,45,55,0.54,0.4,0.22,0.35,0.26,0.505,0.677,0.053,0.483,0.304,0.983,0.373,0.307,0.85,0.563,45,20,100,45,55,40,,80,10,80,98164,82591,57695,65033,61888,2,2,9,7,2,6,8,1,3,8,2,2,9,7,2,8,8,1,4,8,1,1,9,7,2,8,8,1,4,7,6,9,9,1,9,3,1,1,9,1,4,9,9,1,9,7,1,1,9,1,5,9,9,1,9,6,1,1,9,1,3,6,9,3,5,4,3,1,8,4,3,6,9,3,5,7,3,1,9,4,3,6,9,1,5,8,5,1,9,3
102,1,Firefox,F,27,1,2,3,4,5,0,1,1,1,0,1,0,0,0,1,2,3,4,8,1,21,23,32,22,12,41,3,23,50,4,0,15,30,20,10,40,70,50,45,35,95,80,90,70,75,0.27,0.49,0.39,0.41,0.5,0.4,0.27,0.25,0.35,0.31,0.33,0.24,0.36,0.24,0.19,2,2,3,2,1,40,70,90,45,10,0.4,0.27,0.36,0.35,0.5,31,8,36,11,11,45,0,20,50,20,60,30,60,75,45,90,60,90,90,70,0.54,0.41,0.34,0.32,0.41,0.3,0.37,0.22,0.5,0.35,0.16,0.22,0.44,0.18,0.24,1,3,2,2,2,45,60,60,75,45,0.54,0.22,0.22,0.5,0.35,0.057,0.509,0.971,0.729,0.925,0.855,0.798,0.698,0.834,0.6,40,60,60,75,10,45,70,90,45,45,58108,33632,41823,35059,32960,5,9,5,7,1,5,1,5,3,9,5,9,5,7,1,5,1,5,3,9,5,9,5,7,1,5,1,5,3,9,2,1,9,5,5,8,9,1,5,5,2,1,9,5,5,8,9,1,5,5,2,1,9,5,5,8,9,1,5,5,5,5,8,7,2,5,5,2,3,8,5,5,8,7,2,5,5,2,3,8,5,5,8,7,2,5,5,2,3,8
103,1,Chrome,F,25,1,2,3,4,5,0,0,1,0,1,0,1,0,0,1,3,10,6,2,9,23,33,31,21,22,3,9,46,31,26,15,15,25,0,15,70,70,45,40,50,80,80,80,95,75,0.49,0.45,0.3,0.27,0.24,0.27,0.29,0.3,0.4,0.4,0.24,0.26,0.4,0.33,0.36,2,3,3,2,2,70,80,80,40,50,0.27,0.26,0.4,0.4,0.4,8,18,21,41,29,0,25,55,45,40,30,60,70,60,65,60,100,85,90,100,0.41,0.43,0.26,0.54,0.38,0.37,0.35,0.53,0.3,0.34,0.22,0.22,0.21,0.16,0.28,3,3,1,1,2,60,100,55,45,65,0.22,0.22,0.26,0.54,0.34,0.117,0.837,0.522,0.584,0.843,0.053,0.631,0.917,0.845,0.352,60,80,55,45,50,70,100,80,40,65,71696,48337,58512,69235,53709,9,9,6,6,8,1,1,4,2,1,9,9,7,6,8,1,1,3,3,1,9,9,5,7,9,1,1,3,1,1,7,9,9,7,8,2,1,1,2,2,7,9,9,7,8,2,1,1,2,2,8,9,9,9,9,1,1,1,1,1,9,9,8,7,8,1,1,2,2,2,9,9,8,7,8,1,1,2,2,2,9,9,8,8,8,1,1,1,1,1
104,1,Firefox,F,47,1,2,3,4,5,0,0,0,0,0,0,0,0,0,1,8,4,10,5,7,22,32,33,13,11,50,23,18,15,43,20,30,15,20,10,45,50,70,50,50,70,90,80,90,75,0.41,0.39,0.45,0.28,0.55,0.35,0.25,0.29,0.19,0.28,0.24,0.36,0.26,0.53,0.17,2,3,3,1,1,45,90,80,20,10,0.35,0.36,0.26,0.28,0.55,11,36,9,37,19,50,20,25,30,25,75,60,60,50,45,90,90,100,95,80,0.32,0.34,0.43,0.3,0.31,0.5,0.22,0.35,0.3,0.32,0.18,0.44,0.22,0.4,0.37,2,2,3,3,1,75,60,100,95,25,0.5,0.22,0.22,0.4,0.31,0.32,0.451,0.214,0.899,0.301,0.357,0.261,0.565,0.58,0.222,75,60,100,95,10,45,90,80,20,25,73214,65444,58150,43737,46013,8,8,9,9,4,1,1,1,1,1,8,8,9,9,4,1,1,1,1,1,8,8,9,9,4,1,1,1,1,1,6,9,9,5,5,1,1,1,1,1,7,9,9,5,5,1,1,1,1,1,6,9,9,5,5,1,1,1,1,1,8,9,8,5,5,1,1,1,1,1,8,9,8,5,5,1,1,1,1,1,8,9,8,5,5,1,1,1,1,1
105,1,Chrome,M,26,1,2,3,4,5,0,0,0,0,1,1,0,1,0,1,6,1,10,3,8,31,12,33,23,22,21,11,9,3,11,25,10,15,15,20,45,35,70,70,45,80,75,80,80,70,0.3,0.5,0.45,0.49,0.41,0.3,0.31,0.29,0.27,0.35,0.4,0.19,0.26,0.24,0.24,3,1,3,2,2,80,10,80,70,45,0.4,0.5,0.26,0.27,0.35,46,4,18,8,50,55,20,25,0,50,70,45,60,30,75,85,70,100,60,90,0.26,0.41,0.43,0.41,0.32,0.53,0.35,0.35,0.37,0.5,0.21,0.24,0.22,0.22,0.18,1,2,3,3,2,55,45,100,60,75,0.26,0.35,0.22,0.22,0.5,0.479,0.971,0.058,0.905,0.658,0.945,0.304,0.667,0.025,0.965,80,45,80,60,45,55,,100,70,75,76406,59165,64161,54897,53186,8,7,9,9,8,1,1,1,1,2,8,7,9,9,8,1,3,1,1,2,8,6,9,9,9,1,2,1,1,2,7,6,9,8,8,2,3,1,2,1,7,5,9,8,8,2,3,1,2,2,7,5,9,9,8,2,3,1,1,2,8,6,9,8,8,1,2,1,1,1,8,6,9,8,9,2,3,1,2,2,7,6,9,9,8,2,3,1,2,2
106,1,Chrome,M,37,1,2,3,4,5,1,1,1,0,0,1,1,1,0,1,3,8,9,2,10,23,22,22,21,33,8,11,26,31,9,15,20,15,0,15,70,45,50,40,70,80,70,75,95,80,0.49,0.41,0.24,0.27,0.45,0.27,0.35,0.4,0.4,0.29,0.24,0.24,0.36,0.33,0.26,2,2,2,2,3,70,45,50,40,80,0.27,0.35,0.4,0.4,0.26,3,50,29,41,18,0,50,40,45,25,30,75,65,60,60,60,90,100,90,100,0.41,0.32,0.38,0.54,0.43,0.37,0.5,0.34,0.3,0.35,0.22,0.18,0.28,0.16,0.22,3,2,2,1,3,60,75,65,45,100,0.22,0.5,0.34,0.54,0.22,0.395,0.128,0.464,0.157,0.02,0.39,0.394,0.278,0.479,0.271,70,45,50,45,80,60,75,65,40,100,47132,50314,41341,42225,36716,8,7,7,6,9,1,1,1,2,1,8,7,7,6,9,1,2,3,6,1,9,7,8,1,9,1,2,2,3,1,9,8,7,7,9,1,1,1,3,1,9,7,7,7,9,1,3,3,4,1,9,7,7,8,9,1,1,3,3,1,9,8,7,7,9,1,1,1,2,1,9,7,7,7,9,1,4,3,5,1,9,8,7,6,9,1,2,3,4,1
107,1,Chrome,M,28,1,2,3,4,5,1,1,0,1,0,0,0,1,1,1,9,4,5,8,6,22,32,13,22,31,29,23,37,11,21,15,30,20,20,25,50,50,50,45,45,75,90,90,70,80,0.24,0.39,0.28,0.41,0.3,0.4,0.25,0.19,0.35,0.3,0.36,0.36,0.53,0.24,0.4,2,3,1,2,3,50,90,20,45,80,0.4,0.36,0.28,0.35,0.4,26,36,15,50,46,40,20,30,50,55,65,60,50,75,70,100,90,95,90,85,0.38,0.34,0.3,0.32,0.26,0.34,0.22,0.3,0.5,0.53,0.28,0.44,0.4,0.18,0.21,2,2,3,2,1,65,60,95,75,55,0.34,0.22,0.4,0.5,0.26,0.015,0.345,0.827,0.323,0.854,0.547,0.792,0.271,0.015,0.116,65,60,20,45,80,50,90,95,75,55,57596,52075,41262,40418,33568,7,7,5,7,9,1,1,5,1,1,7,7,5,7,9,2,2,8,1,1,7,6,5,6,7,1,1,1,1,1,9,9,8,7,7,1,1,1,1,1,8,9,8,7,7,1,1,1,1,1,6,7,7,6,6,1,1,1,1,1,8,9,8,8,8,1,1,1,1,1,8,9,8,8,8,1,1,1,1,1,5,8,6,7,7,1,1,1,1,1
108,1,Chrome,M,34,1,2,3,4,5,0,1,1,0,0,1,0,1,1,1,7,5,8,2,3,11,13,22,21,23,43,15,11,41,8,10,20,20,0,15,50,50,45,40,70,75,90,70,95,80,0.55,0.28,0.41,0.27,0.49,0.28,0.19,0.35,0.4,0.27,0.17,0.53,0.24,0.33,0.24,1,1,2,2,2,10,20,45,40,70,0.55,0.28,0.35,0.4,0.27,19,37,50,31,3,25,30,50,45,0,45,50,75,60,30,80,95,90,90,60,0.31,0.3,0.32,0.54,0.41,0.32,0.3,0.5,0.3,0.37,0.37,0.4,0.18,0.16,0.22,1,3,2,1,3,25,95,75,45,60,0.31,0.4,0.5,0.54,0.22,0.959,0.188,0.058,0.696,0.85,0.496,0.439,0.037,0.684,0.587,10,95,45,40,70,25,20,75,45,60,143899,122170,124706,131749,97044,5,9,6,5,8,3,1,1,2,1,4,9,7,5,7,8,1,2,3,3,1,7,9,2,7,7,1,2,4,3,3,3,7,3,9,4,4,1,3,1,1,1,8,2,9,9,9,1,5,1,1,1,9,1,5,8,7,2,5,1,4,7,7,4,9,3,2,1,3,1,3,6,7,4,8,8,5,2,6,2,1,3,8,2,7,9,6,2,5,2
109,1,Firefox,F,56,1,2,3,4,5,1,1,1,0,1,1,1,0,1,0,3,1,5,7,10,23,12,13,11,33,8,4,15,43,18,15,10,20,10,15,70,35,50,50,70,80,75,90,75,80,0.49,0.5,0.28,0.55,0.45,0.27,0.31,0.19,0.28,0.29,0.24,0.19,0.53,0.17,0.26,2,1,1,1,3,70,10,20,10,80,0.27,0.5,0.28,0.55,0.26,3,11,37,19,9,0,20,30,25,25,30,45,50,45,60,60,70,95,80,100,0.41,0.41,0.3,0.31,0.43,0.37,0.35,0.3,0.32,0.35,0.22,0.24,0.4,0.37,0.22,3,2,3,1,3,60,45,95,25,100,0.22,0.35,0.4,0.31,0.22,0.855,0.829,0.023,0.794,0.162,0.396,0.767,0.842,0.607,0.155,70,10,95,10,100,60,45,20,25,80,113099,69709,63492,64348,47229,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,6,1,5,1,8,6,3,3,9,1,1,7,4,1,9,6,7,4,9,1,2,7,9,1,9,7,3,2,9,1,4,3,5,1,9,6,8,1,9,1,3,1,9,1,9,6,8,1,9,1,3,1,9,1,9,6,9,1,9,1,3,2,5,1
110,1,Chrome,M,26,1,2,3,4,5,1,1,1,0,0,1,0,0,1,0,7,3,8,1,10,11,23,22,12,33,43,3,50,4,18,10,15,20,10,15,50,70,45,35,70,75,80,70,75,80,0.55,0.49,0.41,0.5,0.45,0.28,0.27,0.35,0.31,0.29,0.17,0.24,0.24,0.19,0.26,1,2,2,1,3,10,70,45,10,80,0.55,0.27,0.35,0.5,0.26,19,8,11,11,9,25,0,50,20,25,45,30,75,45,60,80,60,90,70,100,0.31,0.41,0.32,0.41,0.43,0.32,0.37,0.5,0.35,0.35,0.37,0.22,0.18,0.24,0.22,1,3,2,2,3,25,60,75,45,100,0.31,0.22,0.5,0.35,0.22,0.802,0.657,0.792,0.716,0.506,0.153,0.018,0.37,0.283,0.208,10,60,75,10,100,,70,45,45,,67472,76690,66824,77515,47626,4,8,8,3,9,7,1,2,7,1,2,9,7,2,9,8,1,5,7,1,3,8,7,3,9,4,1,2,7,1,2,7,6,7,9,8,4,6,6,1,1,7,7,2,9,9,6,5,7,1,1,7,6,3,9,8,5,3,7,1,3,8,7,4,9,6,3,2,7,1,2,8,7,2,9,8,2,4,8,1,2,8,7,2,9,8,2,3,7,1
